172.18.0.1 - - [19/Dec/2025:00:38:52 +0000] "GET /?id=7c7cc5dc-28c5-484a-9f72-f8a98ee9c902&vscodeBrowserReqId=1766104732088 HTTP/1.1" 200 406 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.106.3 Chrome/138.0.7204.251 Electron/37.7.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /chunk-LMETUCKW.js HTTP/1.1" 200 4707 "http://localhost/main-HFI2NOHM.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /assets/logos/Logo_tratios.png HTTP/1.1" 200 58153 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /assets/logos/Logo%20Tratios_horizontal.png HTTP/1.1" 200 1508964 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /chunk-RQ63WOS4.js HTTP/1.1" 200 4863 "http://localhost/chunk-LMETUCKW.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /chunk-KRWR7YTZ.js HTTP/1.1" 200 5531 "http://localhost/chunk-LMETUCKW.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /chunk-5MP2FCMG.js HTTP/1.1" 200 6141 "http://localhost/chunk-LMETUCKW.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /chunk-4M4S3KII.js HTTP/1.1" 200 2361 "http://localhost/chunk-LMETUCKW.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /public/planes HTTP/1.1" 200 1474 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /assets/visor-landing/acceso-nube.png HTTP/1.1" 200 1316863 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /assets/visor-landing/ventas.png HTTP/1.1" 200 1216454 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /assets/visor-landing/facturacion.png HTTP/1.1" 200 1172699 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /assets/visor-landing/control-total.png HTTP/1.1" 200 1198314 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /assets/visor-landing/alertas.png HTTP/1.1" 200 1151056 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /assets/visor-landing/seguridad.png HTTP/1.1" 200 1328298 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:14 +0000] "GET /assets/visor-landing/pagos.png HTTP/1.1" 200 1405563 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET / HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-OIYLVP3F.js HTTP/1.1" 200 1103 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-TXXPQTFE.js HTTP/1.1" 200 109 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-CWEE3IV5.js HTTP/1.1" 200 4093 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-27ACLNJX.js HTTP/1.1" 200 739 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-SB43XQUH.js HTTP/1.1" 200 12557 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-ZU6WH7ML.js HTTP/1.1" 200 7848 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-GA7OTKCA.js HTTP/1.1" 200 23589 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-3OIWJAM5.js HTTP/1.1" 200 4812 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-K7NPHU5Y.js HTTP/1.1" 200 16005 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /main-HFI2NOHM.js HTTP/1.1" 200 9735 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /polyfills-FFHMD2TL.js HTTP/1.1" 200 13815 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /chunk-VF7WZXVW.js HTTP/1.1" 200 56301 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:17 +0000] "GET /styles-23LYJBF3.css HTTP/1.1" 200 2804 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /chunk-LMETUCKW.js HTTP/1.1" 200 4707 "http://localhost/main-HFI2NOHM.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /assets/logos/Logo_tratios.png HTTP/1.1" 200 58153 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /assets/logos/Logo%20Tratios_horizontal.png HTTP/1.1" 200 1508964 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /chunk-KRWR7YTZ.js HTTP/1.1" 200 5531 "http://localhost/chunk-LMETUCKW.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /chunk-5MP2FCMG.js HTTP/1.1" 200 6141 "http://localhost/chunk-LMETUCKW.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /chunk-RQ63WOS4.js HTTP/1.1" 200 4863 "http://localhost/chunk-LMETUCKW.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /chunk-4M4S3KII.js HTTP/1.1" 200 2361 "http://localhost/chunk-LMETUCKW.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /assets/visor-landing/acceso-nube.png HTTP/1.1" 200 1316863 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /assets/visor-landing/alertas.png HTTP/1.1" 200 1151056 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /assets/visor-landing/control-total.png HTTP/1.1" 200 1198314 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /assets/visor-landing/seguridad.png HTTP/1.1" 200 1328298 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /public/planes HTTP/1.1" 200 1474 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /assets/visor-landing/facturacion.png HTTP/1.1" 200 1172699 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /assets/visor-landing/pagos.png HTTP/1.1" 200 1405563 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:18 +0000] "GET /assets/visor-landing/ventas.png HTTP/1.1" 200 1216454 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:45 +0000] "POST /auth/login HTTP/1.1" 200 839 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:45 +0000] "GET /chunk-2OKUNJHE.js HTTP/1.1" 200 18794 "http://localhost/main-HFI2NOHM.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:45 +0000] "GET /chunk-OHJBKBCH.js HTTP/1.1" 200 10352 "http://localhost/chunk-2OKUNJHE.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:45 +0000] "GET /chunk-HK54LRYA.js HTTP/1.1" 200 24413 "http://localhost/chunk-2OKUNJHE.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /cuenta HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-27ACLNJX.js HTTP/1.1" 200 739 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-CWEE3IV5.js HTTP/1.1" 200 4093 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-TXXPQTFE.js HTTP/1.1" 200 109 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-3OIWJAM5.js HTTP/1.1" 200 4812 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-OIYLVP3F.js HTTP/1.1" 200 1103 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-GA7OTKCA.js HTTP/1.1" 200 23589 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-SB43XQUH.js HTTP/1.1" 200 12557 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-ZU6WH7ML.js HTTP/1.1" 200 7848 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-K7NPHU5Y.js HTTP/1.1" 200 16005 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /polyfills-FFHMD2TL.js HTTP/1.1" 200 13815 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /main-HFI2NOHM.js HTTP/1.1" 200 9742 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-VF7WZXVW.js HTTP/1.1" 200 56285 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /styles-23LYJBF3.css HTTP/1.1" 200 2804 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-2OKUNJHE.js HTTP/1.1" 200 18779 "http://localhost/main-HFI2NOHM.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /assets/logos/Logo_tratios.png HTTP/1.1" 200 58153 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /assets/logos/Logo%20Tratios_horizontal.png HTTP/1.1" 200 1508964 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-OHJBKBCH.js HTTP/1.1" 200 10345 "http://localhost/chunk-2OKUNJHE.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:47 +0000] "GET /chunk-HK54LRYA.js HTTP/1.1" 200 24397 "http://localhost/chunk-2OKUNJHE.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:50 +0000] "GET /chunk-X7YPBAVF.js HTTP/1.1" 200 5307 "http://localhost/main-HFI2NOHM.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:50 +0000] "GET /chunk-FVPFLW6W.js HTTP/1.1" 200 388 "http://localhost/chunk-X7YPBAVF.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:50 +0000] "GET /admin/empresas HTTP/1.1" 200 182 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:52 +0000] "GET /admin/empresas HTTP/1.1" 401 39 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:52 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /cuenta HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /chunk-GA7OTKCA.js HTTP/1.1" 200 23605 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /chunk-CWEE3IV5.js HTTP/1.1" 200 4093 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /chunk-27ACLNJX.js HTTP/1.1" 200 739 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /chunk-OIYLVP3F.js HTTP/1.1" 200 1103 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /chunk-SB43XQUH.js HTTP/1.1" 200 12557 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /chunk-TXXPQTFE.js HTTP/1.1" 200 109 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /chunk-3OIWJAM5.js HTTP/1.1" 200 4812 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /chunk-ZU6WH7ML.js HTTP/1.1" 200 7848 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /chunk-K7NPHU5Y.js HTTP/1.1" 200 16005 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:02:26:59 +0000] "GET /polyfills-FFHMD2TL.js HTTP/1.1" 200 13815 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
